	0
1566	DNM3-IT1
1567	NKAIN1
1568	TRBV11-3
1569	SSH2
1570	PTN
1571	AL008726.1
1572	AC106872.12
1573	PCDH7
1574	ARHGAP21
1575	AL158801.2
1576	AC107884.1
1577	GRHL2
1578	ULBP2
1579	AC239802.1
1580	ANO10
1581	LINC00582
1582	DEGS1
1583	AC091806.1
1584	LINC02159
1585	MAN2A1
1586	AC097537.1
1587	ZNF620
1588	AC012358.3
1589	SPATA22
1590	SGTB
1591	SMARCD1
1592	SYNE1
1593	AL157955.1
1594	AL109837.3
1595	LINC01996
1596	TLK2
1597	AC010359.2
1598	EDNRB-AS1
1599	LINC01023
1600	CXorf49B
1601	AC018816.1
1602	INPP5E
1603	AC097505.1
1604	LEFTY2
1605	AC008543.1
1606	BRCA2
1607	SERINC1
1608	ASAP2
1609	AC023421.1
1610	LINC01727
1611	RCBTB1
1612	AL355574.1
1613	FXYD7
1614	TSC22D3
1615	LRRC25
1616	AC113208.5
1617	PGBD5
1618	AC073848.1
1619	ASB1
1620	TMEM253
1621	AL161663.2
1622	STARD13
1623	F3
1624	RGS20
1625	AC078889.1
1626	AC139887.2
1627	SLC2A8
1628	AC079460.2
1629	LINC00159
1630	AL138889.1
1631	AL353748.3
1632	PTPRS
1633	AC093567.1
1634	AL049795.2
1635	AC011416.4
1636	AC145423.3
1637	OSCAR
1638	LINC02851
1639	HPS1
1640	AC006566.2
1641	PAPOLA
1642	PPP1R13B
1643	TBC1D3B
1644	AL161938.1
1645	Z85996.2
1646	GJD4
1647	PCDHA7
1648	LAMB1
1649	SLC35G2
1650	AL590867.1
1651	VPS36
1652	XKR3
1653	CLMN
1654	AC010503.2
1655	OLMALINC
1656	ATL2
1657	GLE1
1658	AC114271.1
1659	TFR2
1660	AC244213.1
1661	LINC00910
1662	AP002762.3
1663	AL121672.1
1664	LINC00862
1665	IGHG4
1666	KLF8
1667	AL449403.2
1668	AC093158.1
1669	Z98886.1
1670	AC068620.1
1671	HSD17B3
1672	SLC35A3
1673	AP006261.1
1674	CYFIP1
1675	SULT1C4
1676	AC026803.3
1677	TMEM106B
1678	AC013451.2
1679	PSMG1
1680	HOXA13
1681	LINC01210
1682	AC092353.2
1683	JMJD1C
1684	AL078599.2
1685	ATMIN
1686	TAC4
1687	TMEM86A
1688	IGKV1OR2-1
1689	TRAPPC6B
1690	TERF2IP
1691	GPSM2
1692	LINC02558
1693	AC093330.1
1694	LRRC8D
1695	WT1-AS
1696	CCDC148
1697	LINC01747
1698	OVCH1-AS1
1699	NSF
1700	AL499616.1
1701	MRRF
1702	PABPC4-AS1
1703	Z97192.4
1704	ZKSCAN8
1705	ZNF772
1706	ITIH6
1707	PTBP3
1708	FCN3
1709	IL1RN
1710	AC008429.1
1711	IL32
1712	AL592183.1
1713	SH3RF3-AS1
1714	DCSTAMP
1715	PITPNB
1716	AL139002.1
1717	AC016831.1
1718	AC090587.2
1719	CMC1
1720	LINC02734
1721	AL513327.1
1722	AL590666.2
1723	AC018647.1
1724	ANGEL2
1725	AC007389.5
1726	ARHGEF37
1727	ANXA4
1728	INTS8
1729	AC145285.6
1730	PPEF2
1731	G0S2
1732	LINC02484
1733	TMEM117
1734	IDH1-AS1
1735	AL022334.2
1736	SPON1
1737	HGC6.3
1738	CDK5RAP3
1739	HOXB-AS3
1740	AC008571.2
1741	AP001437.1
1742	KIF20B
1743	MPST
1744	AC117490.2
1745	AC104237.3
1746	AP000722.1
1747	NEK6
1748	KCNMB2-AS1
1749	CHORDC1
1750	CXCL14
1751	AC116903.2
1752	AC132825.3
1753	ABCB11
1754	NPIPB3
1755	ACAD11
1756	EXOSC7
1757	NLRP14
1758	AKR1C1
1759	ATP2C1
1760	AEBP2
1761	TACC2
1762	AAMP
1763	KIAA1549L
1764	WASHC5
1765	AC022034.1
1766	ARAF
1767	PRDM8
1768	SEPHS1
1769	AC034111.2
1770	AC004408.1
1771	PIP5K1A
1772	CNN3
1773	RHBDF1
1774	WDR31
1775	MYLPF
1776	AP003498.2
1777	IFT57
1778	PDLIM3
1779	AC135050.6
1780	UNC13C
1781	XPO4
1782	AL355297.2
1783	SALRNA3
1784	LCORL
1785	AC100778.1
1786	SSU72P3
1787	C10orf82
1788	AC010883.2
1789	AC015908.3
1790	AC073257.2
1791	AL592148.3
1792	NFKB1
1793	TNRC6B
1794	MTRNR2L4
1795	MYO16
1796	EP400
1797	RAB12
1798	AC090844.3
1799	VIL1
1800	SBF2
1801	WFDC10A
1802	AC005332.3
1803	SPATC1L
1804	AC007622.2
1805	AC132219.1
1806	HJURP
1807	CD34
1808	NBEAL1
1809	POLR3H
1810	UBE2O
1811	PHF20
1812	AC108451.2
1813	FUT7
1814	GSC
1815	ADAMTS1
1816	SLC43A2
1817	RASA1
1818	AL122010.1
1819	DCAF4L1
1820	AP001625.2
1821	PPP2R5C
1822	AC107021.1
1823	SPHK1
1824	RAP1B
1825	ZNF224
1826	REG4
1827	CYP46A1
1828	ADM5
1829	CDH12
1830	FOXK1
1831	LINC01707
1832	NTPCR
1833	MMP8
1834	AP005717.1
1835	SRRM3
1836	STK32A-AS1
1837	AC018635.2
1838	NCAM1
1839	PRTFDC1
1840	YIPF1
1841	AC141273.1
1842	CTNNA3
1843	AC040169.1
1844	BCAP31
1845	OR6B1
1846	STAM2
1847	AL034548.2
1848	AC145625.2
1849	S1PR3
1850	PRPH2
1851	SIDT1-AS1
1852	AC011451.3
1853	LINC02468
1854	FEZF1
1855	CCDC96
1856	IGDCC3
1857	STAR
1858	AL022157.1
1859	OCEL1
1860	AP000679.1
1861	AC108159.1
1862	AC007114.1
1863	AL355613.1
1864	MAGEB4
1865	GRHL3
1866	CA9
1867	ARL4D
1868	AKR1B15
1869	LCAT
1870	NFATC1
1871	PTRH1
1872	ZCCHC2
1873	AP000593.3
1874	MTMR9
1875	ATIC
1876	PIK3C2G
1877	AC131210.1
1878	AC009065.6
1879	IGLV2-11
1880	CDK12
1881	CEP192
1882	KLC2
1883	CEP76
1884	HAS2-AS1
1885	LINC00520
1886	LINC01908
1887	TRIM9
1888	PBXIP1
1889	AC018557.2
1890	PDS5B
1891	LINC01901
1892	GPR84
1893	LRIG1
1894	SLC24A4
1895	AP000439.1
1896	AC023158.1
1897	EIF3C
1898	ARFGEF1
1899	AC099508.2
1900	HOXA6
1901	GDE1
1902	AL133279.1
1903	FAM117B
1904	SLC5A3
1905	SPATA5L1
1906	SLC9A8
1907	AC104126.1
1908	ZDHHC2
1909	LMO3
1910	BX255923.1
1911	DCLRE1C
1912	XPO6
1913	ZNF718
1914	AL596087.2
1915	GSE1
1916	LINC00880
1917	GNG4
1918	ACSL3
1919	BTBD10
1920	EPS15
1921	SLN
1922	CLIC2
1923	CCDC81
1924	LRRC55
1925	FRMD7
1926	NUMBL
1927	KCNIP2-AS1
1928	ZNF200
1929	PADI6
1930	ZNF18
1931	AC084781.1
1932	OPTN
1933	LHFPL2
1934	DVL3
1935	PRSS55
1936	SLC9A9-AS2
1937	AC007342.4
1938	AC005480.1
1939	ZNF653
1940	ACKR4
1941	LRPPRC
1942	GJD3
1943	MMP12
1944	SCRT1
1945	AC025437.4
1946	AP001527.1
1947	NUP58
1948	C13orf46
1949	TSC1
1950	AC019186.1
1951	AC044840.1
1952	TBX18
1953	GLP1R
1954	PLCL2
1955	POSTN
1956	AC015923.1
1957	TRGV10
1958	TMEM235
1959	ME2
1960	LINC00641
1961	PDCD6IP
1962	GC
1963	AC010230.1
1964	SPDYE3
1965	OXA1L
1966	OXCT1
1967	MYOC
1968	AL133445.3
1969	AP000462.2
1970	LACC1
1971	LINC01395
1972	UBTD1
1973	CALU
1974	CCL25
1975	NEK7
1976	KCTD21
1977	LINC00624
1978	AP001630.1
1979	TRIOBP
1980	CLUH
1981	CD164
1982	OVOL1
1983	VWA8
1984	SERTAD4
1985	SUV39H1
1986	AL033384.1
1987	AL137100.3
1988	RBM47
1989	TRIM16L
1990	DNMT3L
1991	ZNF280D
1992	TMPO-AS1
1993	AC005692.1
1994	AL670729.1
1995	CA5B
1996	AC093725.2
1997	FGD5
1998	ARHGEF7-IT1
1999	EFR3A
2000	NT5C3A
2001	AC092903.2
2002	AC053513.2
2003	TM4SF19
2004	ZNF30
2005	MIR202HG
2006	FAM3D-AS1
2007	AP002852.1
2008	RNASE2
2009	MSC-AS1
2010	Z93930.3
2011	LINC00661
2012	ZNF644
2013	AC092542.1
2014	RBPMS
2015	AC107959.1
2016	CCDC27
2017	AP002448.1
2018	SNHG4
2019	AC024941.2
2020	RAB10
2021	UBL3
2022	CRABP2
2023	MPV17
2024	MBD4
2025	PRSS36
2026	AC084759.2
2027	AL031710.2
2028	DMXL2
2029	AL592546.3
2030	NXT1
2031	RABL2A
2032	AC041005.1
2033	AC145207.1
2034	C1QTNF8
2035	AL008582.1
2036	CCDC82
2037	ERRFI1
2038	VPS26C
2039	AL121935.2
2040	CREG1
2041	UBE3A
2042	AC108142.1
2043	CDKL5
2044	ROCK1
2045	AC008440.1
2046	AGAP6
2047	FBXW12
2048	LINC02527
2049	DLX5
2050	EVI2A
2051	Z82217.1
2052	TAS2R42
2053	ABCC5
2054	ASAH2B
2055	A2ML1-AS1
2056	AC005014.3
2057	SRSF12
2058	ZMYM1
2059	AC022001.3
2060	PEX26
2061	MYF6
2062	ZSWIM6
2063	FCRL2
2064	FAM234B
2065	ZBTB37
2066	AC010641.2
2067	PIAS3
2068	AC092535.2
2069	AL031767.2
2070	AC107909.1
2071	FLOT2
2072	NDUFB2-AS1
2073	GOPC
2074	SPATA3-AS1
2075	NEUROG3
2076	AXL
2077	SERGEF
2078	PCDH11Y
2079	DCUN1D4
2080	DENND2A
2081	TMEM231
2082	KRTAP5-AS1
2083	AL008718.3
2084	AL161785.2
2085	PPCS
2086	ADGRG3
2087	AC093787.2
2088	USP9Y
2089	GPR158
2090	AC087277.1
2091	PATL2
2092	AC011483.2
2093	AC004381.1
2094	RETREG1
2095	AC093912.1
2096	CP
2097	LINC02767
2098	AC103982.1
2099	AC069277.1
2100	Z98885.3
2101	TMEM241
2102	COG8
2103	AC010163.3
2104	UBE2S
2105	CYP20A1
2106	AL021392.1
2107	EBF2
2108	LINC02717
2109	CCNA2
2110	OSBPL8
2111	TTLL11
2112	AP000755.1
2113	GCGR
2114	LINC01961
2115	FBXO43
2116	WNT3
2117	IL26
2118	AC004921.2
2119	ARHGAP31
2120	ARHGAP29-AS1
2121	LRTM1
2122	AC005332.2
2123	ME3
2124	LINC01550
2125	AC010623.1
2126	AC010615.2
2127	AL392023.1
2128	FAM216A
2129	RBM33
2130	AC023794.2
2131	LINC02540
2132	TPRX1
2133	ABI1
2134	AC090136.3
2135	PDHX
2136	LRRC4
2137	AC005021.1
2138	AC126768.3
2139	LINC00538
2140	ZNF212
2141	CLMAT3
2142	LINC00623
2143	FOXD4
2144	AC084125.1
2145	P4HA1
2146	UBLCP1
2147	ACER2
2148	LYPD2
2149	CD3EAP
2150	CCDC146
2151	AL356608.3
2152	GPR31
2153	SMIM17
2154	AC000072.1
2155	OR2A2
2156	AC090617.5
2157	AC091153.2
2158	LINC00309
2159	STAMBPL1
2160	AC068442.1
2161	CD200R1L-AS1
2162	AC010197.1
2163	AL121899.3
2164	NKIRAS1
2165	AL049649.1
2166	INSYN2A
2167	ABCD3
2168	KLHL40
2169	SMCR5
2170	OR2B11
2171	LAMC1-AS1
2172	AC139491.4
2173	HSD17B11
2174	SLC17A4
2175	LINC01450
2176	ADD3
2177	AGXT
2178	AC005495.2
2179	AC138512.1
2180	PIK3IP1
2181	NAB2
2182	MDGA1
2183	AL136038.3
2184	LDAH
2185	CFAP58
2186	TFF3
2187	ABCB9
2188	CXCL12
2189	RPS6KA2
2190	AL365229.1
2191	CILP2
2192	SLC29A3
2193	RPS4X
2194	TRIM36-IT1
2195	CCND3
2196	AC009950.1
2197	NAB1
2198	BLZF1
2199	SAP30L-AS1
2200	AC132938.3
2201	ZNF592
2202	ATP6AP1
2203	ATOH8
2204	AC092448.1
2205	BMP2
2206	AC069431.1
2207	DOP1A
2208	AC062028.1
2209	PRLR
2210	BMPR2
2211	LRP12
2212	AC092171.3
2213	PANK1
2214	FP325332.1
2215	DDB2
2216	RAC1
2217	AL139383.1
2218	HSF5
2219	AC079779.1
2220	CRACR2A
2221	KNTC1
2222	AC108462.1
2223	AC019209.3
2224	CNNM2
2225	GSTM1
2226	ARHGAP40
2227	LURAP1
2228	MRPL42
2229	AL596247.1
2230	SLC19A1
2231	AC121247.1
2232	AC138356.1
2233	LINC00539
2234	AC012366.1
2235	UBE2Q1
2236	AC011462.3
2237	GLYATL2
2238	AC084125.2
2239	GGT7
2240	AMY2A
2241	SNX22
2242	AC069209.1
2243	AC090579.1
2244	AC002550.2
2245	AC006003.1
2246	FAM215A
2247	GALNT10
2248	CTSK
2249	LINC02370
2250	GP5
2251	UBE4A
2252	GPR15
2253	CNNM1
2254	TESC-AS1
2255	SLC35B4
2256	AC089998.4
2257	AC008517.1
2258	AP005209.1
2259	LY6G5B
2260	ZDHHC9
2261	ZWILCH
2262	PGK1
2263	AL390198.1
2264	AC078962.2
2265	B9D2
2266	ATE1
2267	HBS1L
2268	AC005740.3
2269	AC090907.1
2270	CCDC88A
2271	AC104695.3
2272	SERTAD3
2273	AC026624.1
2274	AC025437.3
2275	PYROXD2
2276	UBE2Q2
2277	SMG1
2278	BARX1-DT
2279	CD209
2280	AC103724.4
2281	GTF2A1L
2282	TCTEX1D4
2283	AP002360.1
2284	CLN3
2285	VASH1
2286	AC007638.1
2287	AC010198.1
2288	CLEC12A
2289	DAPK1-IT1
2290	AC012615.4
2291	GNAZ
2292	AC008269.1
2293	AVPI1
2294	MOSMO
2295	AC105411.1
2296	AL392024.1
2297	CACNB1
2298	TRPS1
2299	CCDC136
2300	AC023202.1
2301	MAGEE1
2302	CPNE8-AS1
2303	AP005899.1
2304	OR1I1
2305	FENDRR
2306	LAGE3
2307	FGF14-IT1
2308	AC002347.1
2309	MAT2A
2310	DCLK1
2311	GNAQ
2312	AC007262.2
2313	BVES
2314	SNED1
2315	ITGB4
2316	AC137695.3
2317	AL354793.1
2318	LINC02357
2319	AC026688.2
2320	MMS22L
2321	BBC3
2322	GPALPP1
2323	NPHP1
2324	CYP4A22-AS1
2325	AC025265.3
2326	AC090371.1
2327	AD001527.1
2328	MALRD1
2329	SF3B1
2330	OR10V1
2331	AC098969.2
2332	PLPPR4
2333	AC092153.1
2334	AC073389.1
2335	KCNJ12
2336	AC099811.4
2337	AC034195.1
2338	PLS1-AS1
2339	AL158163.1
2340	IL1RAPL2
2341	LHFPL6
2342	AC004908.1
2343	DDX10
2344	AL031963.2
2345	AC004816.1
2346	AC090229.1
2347	YTHDF1
2348	ANKRD36B
2349	KRTCAP3
2350	GRM4
2351	AL161644.1
2352	APC
2353	WNT4
2354	MMP23B
2355	AC021546.1
2356	AC116345.1
2357	RBL1
2358	RPF2
2359	SRFBP1
2360	PSG1
2361	MAFA
2362	SNAI2
2363	ZNF135
2364	SLC2A9
2365	AC025431.1
2366	KCND3-IT1
2367	AC120498.10
2368	EIF1AX
2369	AC087286.4
2370	SH3BP5
2371	HNF4A
2372	CR1
2373	MAB21L3
2374	PAPOLG
2375	AC025809.1
2376	AC017033.1
2377	RBP2
2378	TMEM147-AS1
2379	PPP2R5E
2380	AC008799.2
2381	TMEM35A
2382	THRB
2383	CFAP97
2384	TRAV34
2385	KPNA6
2386	ZNF488
2387	AL627230.1
2388	DDX31
2389	AC027277.2
2390	PDZRN4
2391	AC091180.5
2392	CASC17
2393	BUB1B
2394	AC008753.2
2395	FGF12-AS3
2396	TXNRD1
2397	AL096869.2
2398	ID3
2399	SYDE2
2400	MAST4-IT1
2401	NXF1
2402	AC087294.1
2403	INCENP
2404	NSUN2
2405	AC092445.1
2406	ZHX2
2407	AC103858.3
2408	ATF7
2409	AL356123.2
2410	AP001469.1
2411	FAM86B1
2412	NPAS1
2413	AC006111.1
2414	PCK1
2415	AC025871.3
2416	AL449363.2
2417	AC010776.2
2418	AC005281.1
2419	SRPK3
2420	AL358933.1
2421	HAGH
2422	AC060766.6
2423	CD46
2424	AC009902.2
2425	RSPH10B2
2426	AC120042.1
2427	AC073210.3
2428	PCDH18
2429	THAP8
2430	AC009088.2
2431	AC006538.4
2432	PUS7
2433	RDX
2434	AC079414.3
2435	AC138123.1
2436	CXorf38
2437	AF178030.1
2438	LINC02459
2439	PLEKHG4
2440	GDPD4
2441	S100A4
2442	ARL3
2443	AC068870.1
2444	AL359643.2
2445	AL031848.2
2446	BTBD7
2447	AC055736.1
2448	NEURL1-AS1
2449	AC064874.1
2450	PRDM10
2451	AL139130.1
2452	TRAV12-3
2453	LRRC34
2454	AC018695.2
2455	AC005789.1
2456	AC130710.1
2457	UBR5
2458	ANXA3
2459	BMPER
2460	CPNE1
2461	PPL
2462	MX2
2463	AL646090.1
2464	ZNF423
2465	EMP3
2466	FOXO3
2467	ZIC4
2468	PRSS21
2469	PRKY
2470	AF129075.3
2471	ZNF436
2472	KCNJ9
2473	SLAMF8
2474	IGSF11
2475	ARMC4
2476	LINC01635
2477	NCOA7
2478	SPG11
2479	TMEM65
2480	KRT24
2481	LINC00373
2482	ASB5
2483	AL606760.3
2484	CD302
2485	INSR
2486	AL021393.1
2487	RAB8B
2488	AC078842.2
2489	IL13RA1
2490	AC008742.1
2491	GLMP
2492	FAM234A
2493	AC004551.1
2494	FDX2
2495	ZFYVE16
2496	ATP1B4
2497	MAP3K4
2498	AL356489.4
2499	AC034139.1
2500	AL591721.1
2501	LINC01583
2502	TAGLN2
2503	AC009407.1
2504	THBS2
2505	AC087362.2
2506	Z73420.1
2507	SLIT2-IT1
2508	SNHG25
2509	AL137779.1
2510	AL356234.2
2511	AC017002.1
2512	AL021937.4
2513	IQCA1L
2514	GNG12
2515	OOSP3
2516	NFATC3
2517	MAGOHB
2518	UTY
2519	SEPTIN12
2520	AP001053.1
2521	AC010086.3
2522	AC112172.2
2523	AC137932.1
2524	LINC02037
2525	HSDL1
2526	AC108097.1
2527	AC025171.2
2528	RGS16
2529	AC112187.3
2530	ZNF771
2531	C1orf232
2532	TPRKB
2533	NKX2-3
2534	SELL
2535	FAM160B1
2536	ATP13A3
2537	AC027243.2
2538	AC044802.2
2539	CU633906.2
2540	TNFRSF11A
2541	AC073611.1
2542	SRA1
2543	AP000857.2
2544	AC005332.6
2545	ANKRD33
2546	CLINT1
2547	AC012181.2
2548	AP003721.1
2549	LINC01942
2550	TMEM52
2551	MYH3
2552	NIPSNAP3A
2553	AC126175.2
2554	SRRM4
2555	AC105001.1
2556	A1BG-AS1
2557	P2RY13
2558	THRSP
2559	CAMK2D
2560	PANK3
2561	LINC01887
2562	PTGIS
2563	RBP4
2564	SMIM7
2565	GRM6
2566	PCNT
2567	AC007953.2
2568	CCBE1
2569	RFX4
2570	BIRC5
2571	FAT4
2572	TMEM223
2573	IMMP2L
2574	UBE2E1-AS1
2575	SDC1
2576	AC079148.2
2577	NPIPA2
2578	OR8D4
2579	AL157938.4
2580	CDS2
2581	AC110615.1
2582	VHL
2583	CBFB
2584	GNB4
2585	MDM4
2586	AC079385.1
2587	ACTL7B
2588	SETDB2
2589	AL161729.2
2590	DNM1P35
2591	TRBV18
2592	C17orf113
2593	WDR36
2594	GALNS
2595	LINC00526
2596	NCOA3
2597	CCNG2
2598	TAF5
2599	NMBR
2600	RFNG
2601	C20orf202
2602	AL365181.2
2603	OR5AU1
2604	SMARCD2
2605	AC091488.1
2606	GFPT2
2607	SNX27
2608	REPS2
2609	AC008592.4
2610	LINC02470
2611	ENO2
2612	GLIS3-AS1
2613	C11orf52
2614	FBXO40
2615	LIPT2
2616	IGHA1
2617	AC011451.1
2618	AC009804.2
2619	HMGXB3
2620	AC008264.2
2621	AC097526.1
2622	AC003991.2
2623	AC007952.4
2624	ADAM21
2625	AC109782.1
2626	AC091132.4
2627	RAP2B
2628	BANP
2629	AC116348.3
2630	AC091729.1
2631	PLA2G4E
2632	TCF12
2633	AFF3
2634	BEND2
2635	CSNK2A3
2636	LINC02091
2637	ARPC3
2638	CLCF1
2639	AC004771.2
2640	KRT9
2641	ESCO2
2642	MIR17HG
2643	NRXN2
2644	LINC02318
2645	PRSS23
2646	IL4
2647	HCCAT5
2648	AP005328.1
2649	PGM1
2650	TOX3
2651	RAD21-AS1
2652	CDKAL1
2653	AL021391.1
2654	AP000240.1
2655	E2F6
2656	OAZ3
2657	MAGEB2
2658	AC079061.1
2659	TTC30B
2660	NPAT
2661	ADIG
2662	MFSD1
2663	NCOA2
2664	SENP7
2665	ADIPOR1
2666	SRD5A2
2667	DLX6-AS1
2668	CXCL5
2669	CTDSPL2
2670	AL355075.3
2671	AL137186.1
2672	AC019197.1
2673	AC022784.5
2674	HDAC9
2675	CEP128
2676	DLGAP1-AS1
2677	PEAK1
2678	ZNF574
2679	ACTN2
2680	CCDC32
2681	LRRC37A3
2682	OR13D1
2683	PLXNA1
2684	Z82198.2
2685	AL121888.1
2686	AL158835.1
2687	AL031663.3
2688	PRY2
2689	CNEP1R1
2690	COTL1
2691	PCAT5
2692	AC096564.1
2693	INPP5B
2694	PATE4
2695	ARID5A
2696	AL391832.4
2697	FBXO34
2698	AC011825.4
2699	OGDH
2700	ASAP1-IT2
2701	SPATA20
2702	AL591684.1
2703	SPNS1
2704	SRRM2-AS1
2705	RBSN
2706	SDHAF3
2707	AP003973.2
2708	AC006525.1
2709	ACOT4
2710	INF2
2711	Z97205.2
2712	SLC39A9
2713	AC068533.3
2714	AC079385.2
2715	GLRA4
2716	THTPA
2717	TLE1
2718	FAT2
2719	USP46
2720	SIK3
2721	KCTD7
2722	B3GNT4
2723	AL133353.1
2724	SBF2-AS1
2725	NSUN5
2726	CACNG2
2727	LINC02177
2728	SLC35D1
2729	AC067817.2
2730	LINC00278
2731	RXRG
2732	ESPN
2733	AC005252.4
2734	SNTB2
2735	TPP1
2736	SPIN2B
2737	SNCG
2738	XIST
2739	PSIP1
2740	MON2
2741	AC009803.2
2742	LINC01115
2743	IGHV3-49
2744	AP001972.2
2745	RBPJ
2746	LINC01127
2747	MAGI1-IT1
2748	CA1
2749	LINC02504
2750	AL513493.1
2751	AC103769.1
2752	TMEM243
2753	TPD52
2754	AC010504.1
2755	AC124283.3
2756	SLC15A4
2757	AC096536.1
2758	UBXN7
2759	ATP2B3
2760	AC018761.3
2761	MTMR3
2762	AL591806.1
2763	LRRC37B
2764	SH3BGRL
2765	AC007595.1
2766	AC009142.1
2767	AC006116.10
2768	LINC00239
2769	CR1L
2770	LDHC
2771	RASL12
2772	AHDC1
2773	MRPL35
2774	LINC01632
2775	AC072022.1
2776	SLC16A1-AS1
2777	SLC2A13
2778	LINC01465
2779	AC002091.2
2780	IGHGP
2781	AL606970.3
2782	AC008894.1
2783	LINC01919
2784	NBAT1
2785	DENND3
2786	ZNF763
2787	ERICH2
2788	AP1S2
2789	LINC00909
2790	AC079313.1
2791	CPSF4L
2792	ACP5
2793	UNC45A
2794	AC092803.4
2795	SLC26A10
2796	SERTM2
2797	ZNF91
2798	RCAN1
2799	AC091906.1
2800	QSOX1
2801	ZFHX4-AS1
2802	AL158211.4
2803	HIP1
2804	AC007686.3
2805	PFN2
2806	CCDC158
2807	CDC73
2808	AC008764.5
2809	AC121757.1
2810	COPG1
2811	AL035706.1
2812	ZNF197-AS1
2813	HSP90AA1
2814	AC009486.2
2815	UBR1
2816	AC130343.1
2817	CDC14A
2818	C12orf66
2819	AL160290.1
2820	AL121987.2
2821	TPRN
2822	LINC02768
2823	CSGALNACT2
2824	AC092574.2
2825	RTTN
2826	OTOR
2827	AF186192.3
2828	AGFG2
2829	DEFB119
2830	GNAI3
2831	MARVELD2
2832	SDK2
2833	AC012146.3
2834	SCAF11
2835	RBFA
2836	AL672310.1
2837	IL23A
2838	AC004231.1
2839	TMEM47
2840	KRT81
2841	RTL5
2842	STAG2
2843	LINC00629
2844	ZNF664
2845	SLC35D3
2846	DAPK3
2847	AC020908.2
2848	AC093915.1
2849	GALNT5
2850	TLR8
2851	ELP1
2852	PDE4DIP
2853	C18orf54
2854	CPNE5
2855	ADD3-AS1
2856	ZIC2
2857	AL138733.1
2858	AK9
2859	AL163953.1
2860	AGR3
2861	AL137002.2
2862	IQCC
2863	ATAD3C
2864	MMP25
2865	SLC38A9
2866	AL078600.1
2867	VRK1
2868	AC012301.2
2869	PHTF2
2870	RPL21
2871	AC018931.1
2872	ALG13-AS1
2873	AC008875.2
2874	AL353732.1
2875	CRYBG1
2876	AL358852.1
2877	PCYT1A
2878	KIF19
2879	AC140125.3
2880	PFN4
2881	AC114930.1
2882	LIMCH1
2883	ZCCHC12
2884	RGPD2
2885	CARMIL1
2886	LINC00676
2887	NTMT1
2888	ZNF16
2889	SAMM50
2890	CCHCR1
2891	DDHD2
2892	AC011726.3
2893	AL356276.1
2894	OR6A2
2895	PRELP
2896	AL022324.3
2897	METTL14
2898	ZNF626
2899	NUP160
2900	DDIT3
2901	ARRDC3
2902	EMC7
2903	LINC02844
2904	AC022440.1
2905	AC008937.2
2906	AC018695.6
2907	AC093627.3
2908	CST3
2909	AL121990.1
2910	UCHL5
2911	AL353699.1
2912	FAM230A
2913	AL357518.1
2914	TMEM202-AS1
2915	AL031587.4
2916	AL359397.1
2917	AL732509.1
2918	NARF-IT1
2919	AC022710.1
2920	AL121820.2
2921	AC007099.1
2922	AL137027.1
2923	AC080078.2
2924	AC027811.1
2925	KIF13A
2926	METTL4
2927	DRAM1
2928	GDF15
2929	AL162424.1
2930	MRPL41
2931	LINC00092
2932	AC006059.5
2933	ATF7IP
2934	AC025576.1
2935	GTPBP10
2936	MTHFD2L
2937	BCAM
2938	CACNA1C-IT3
2939	ITPKC
2940	SPTLC2
2941	KIAA1143
2942	SLC6A13
2943	UBE3D
2944	IL1RAPL1
2945	SPEF2
2946	SOX13
2947	AC009093.1
2948	AC023813.3
2949	SLC35F6
2950	PROM1
2951	SEMA4C
2952	RPS4Y1
2953	SNX15
2954	ADGRG4
2955	CELF3
2956	LHX8
2957	AL023581.2
2958	ARHGAP22
2959	AC005329.1
2960	TOMM70
2961	AP005121.2
2962	GAS8-AS1
2963	DNALI1
2964	AC016722.2
2965	VPS29
2966	BIRC6
2967	KLF12
2968	TLL2
2969	AC121764.1
2970	TRBV5-1
2971	AL138966.2
2972	PHKB
2973	KRT18
2974	AC010395.1
2975	AC026746.1
2976	SLC4A4
2977	CAST
2978	AC097460.1
2979	LINC01554
2980	AL158063.1
2981	KRT84
2982	FBLN5
2983	PGM5P3-AS1
2984	COL6A6
2985	LINC02142
2986	RHBDD1
2987	ZFY-AS1
2988	AC103808.1
2989	PRKCE
2990	ANKFY1
2991	LIMK1
2992	STPG1
2993	LINC01625
2994	DIRAS2
2995	LINC02286
2996	C1orf21
2997	RNF180
2998	TBC1D20
2999	AL049539.1
3000	TNIK
3001	PLAGL1
3002	SIX3
3003	AL162151.1
3004	TRMT5
3005	LINC01489
3006	AL645944.2
3007	AL109933.1
3008	CYP4A11
3009	OR10AD1
3010	CHKA
3011	AL008635.1
3012	DHRS4
3013	GUCY1A2
3014	ACTR6
3015	AC012531.1
3016	ATF6
3017	AC137590.1
3018	DNER
3019	BACE2-IT1
3020	TENT2
3021	HGSNAT
3022	CYB5RL
3023	AC020584.1
3024	AL358334.2
3025	AC008780.2
3026	TFEB
3027	LRWD1
3028	CHRM3
3029	AC087175.1
3030	AC022960.2
3031	SEC62-AS1
3032	ZNF213
3033	TRAM2
3034	ELOVL2
3035	LDLRAD4-AS1
3036	BRWD1-AS2
3037	CNTNAP4
3038	TDP1
3039	ADAT2
3040	AC114684.1
3041	LPCAT2
3042	NRM
3043	AC145098.1
3044	AC034245.1
3045	RNF14
